pub_time,count
2023-09-08,97
2023-01-21,97
2023-01-25,97
2023-09-04,97
2023-06-10,97
2022-02-09,97
2023-10-20,97
2022-12-14,97
2023-11-28,97
2023-11-18,97
2023-07-20,96
2023-10-17,96
2022-10-30,96
2023-04-03,96
2022-11-16,96
2023-11-05,96
2022-11-19,96
2023-04-02,96
2022-01-25,96
2023-12-02,96
2023-10-26,96
2023-11-24,96
2022-10-09,96
2023-01-01,96
2023-05-22,95
2023-03-22,95
2023-03-19,95
2023-08-01,95
2023-05-02,95
2022-10-31,95
2022-12-06,95
2022-12-11,95
2022-09-26,95
2023-06-05,95
2022-05-25,95
2023-07-05,95
2022-06-16,95
2023-10-21,95
2022-07-07,95
2022-12-20,95
2022-08-24,94
2023-02-22,94
2022-10-04,94
2023-03-25,94
2022-06-08,94
2023-07-22,94
2022-06-07,94
2020-02-09,94
2022-05-09,94
2022-09-25,93
2022-08-06,93
2023-07-02,93
2022-12-16,93
2021-11-24,93
2023-04-08,93
2022-11-20,93
2022-05-29,93
2022-03-29,93
2022-09-14,93
2023-08-04,93
2021-11-11,93
2023-07-17,93
2022-01-23,93
2021-03-06,92
2022-09-16,92
2022-12-30,92
2022-07-11,92
2022-07-17,92
2023-04-30,92
2022-05-11,92
2022-06-28,92
2023-06-23,92
2022-01-19,92
2022-01-18,91
2023-10-04,91
2023-05-19,91
2023-02-12,91
2022-11-11,91
2022-03-22,91
2023-02-16,91
2023-05-01,91
2022-10-29,91
2023-07-03,91
2022-08-13,91
2022-01-30,91
2022-06-10,91
2023-09-02,91
2022-09-17,90
2022-08-14,90
2021-10-26,90
2022-06-29,90
2022-12-19,90
2022-03-12,90
2023-03-20,90
2022-07-20,90
2022-08-27,90
2022-10-17,90
2022-07-24,89
2022-12-10,89
2022-06-14,89
2023-05-15,89
2020-07-10,89
2023-10-11,89
2022-07-18,89
2022-09-30,89
2022-01-24,89
2021-11-15,89
2022-07-14,89
2023-04-27,89
2023-02-27,89
2022-05-18,89
2022-08-26,89
2023-03-07,89
2023-03-28,89
2023-01-13,88
2022-06-06,88
2022-04-09,88
2022-05-23,88
2022-08-22,88
2023-02-05,88
2022-11-26,88
2022-04-13,88
2023-02-20,88
2022-04-20,88
2023-03-05,88
2023-02-25,88
2023-03-26,88
2023-11-03,88
2022-10-15,88
2022-06-09,88
2022-06-23,88
2022-01-31,88
2021-11-14,87
2022-09-24,87
2022-09-23,87
2022-05-30,87
2022-03-09,87
2023-06-16,87
2022-08-15,87
2022-01-26,87
2022-11-01,87
2022-02-12,87
2022-05-31,87
2022-06-01,86
2020-11-10,86
2023-04-19,86
2023-06-27,86
2022-03-04,86
2022-10-19,86
2023-03-02,86
2022-07-28,86
2022-05-24,86
2023-06-01,85
2022-02-13,85
2023-02-13,85
2022-05-19,85
2022-07-08,85
2023-01-20,85
2022-09-22,85
2022-02-07,85
2023-09-01,84
2022-01-20,84
2022-12-24,84
2022-08-09,84
2022-04-19,84
2022-06-13,84
2022-02-06,84
2023-07-07,84
2022-09-09,83
2023-07-21,83
2022-06-19,83
2022-06-22,83
2021-09-27,83
2022-03-01,83
2021-07-07,83
2022-09-18,83
2020-09-22,83
2022-12-26,83
2022-02-23,83
2022-01-06,83
2023-02-03,83
2022-12-17,83
2023-04-29,82
2021-11-16,82
2022-03-23,82
2022-07-16,82
2021-06-14,82
2021-11-23,82
2022-08-19,82
2022-12-04,82
2021-09-11,82
2021-09-26,82
2022-10-03,82
2023-12-04,81
2022-09-13,81
2022-09-27,81
2022-02-28,81
2022-08-25,81
2023-01-04,81
2023-03-24,81
2022-12-28,81
2023-05-03,81
2021-09-16,81
2021-11-01,81
2020-10-28,81
2023-02-18,81
2020-10-27,81
2023-02-15,81
2023-01-27,80
2021-10-06,80
2023-09-29,80
2021-01-07,80
2020-11-11,80
2021-08-11,80
2022-09-02,80
2022-09-01,80
2023-04-14,80
2023-08-03,80
2022-04-18,80
2022-06-27,80
2021-09-21,80
2022-11-06,80
2022-07-19,80
2022-10-21,80
2020-01-07,80
2022-03-30,80
2022-07-06,79
2021-08-02,79
2023-03-17,79
2022-01-27,79
2023-03-03,79
2023-07-01,79
2021-12-14,79
2022-10-13,79
2021-10-13,79
2023-10-02,79
2022-03-20,79
2022-08-20,79
2023-05-26,79
2020-10-14,79
2022-03-16,79
2021-02-11,79
2023-11-17,79
2021-09-19,79
2023-10-03,79
2022-07-22,78
2022-07-30,78
2022-02-02,78
2021-10-24,78
2022-08-02,78
2022-07-04,78
2021-07-10,78
2020-10-21,78
2020-09-02,78
2022-10-10,78
2022-10-28,78
2020-10-02,78
2020-09-27,78
2023-02-21,78
2020-09-30,78
2022-02-08,78
2021-11-25,78
2023-08-09,78
2021-02-25,78
2020-01-21,78
2022-12-23,78
2022-06-20,78
2020-10-13,78
2023-03-31,77
2022-12-27,77
2022-01-17,77
2022-06-04,77
2020-09-15,77
2022-12-05,77
2023-01-22,77
2020-11-03,77
2022-10-22,77
2022-12-31,77
2023-02-19,77
2022-03-24,77
2021-10-27,77
2022-04-24,77
2021-05-10,77
2020-03-03,77
2022-01-22,77
2022-04-21,77
2022-05-07,77
2022-09-03,77
2022-05-22,76
2021-09-09,76
2021-09-30,76
2021-09-28,76
2021-09-14,76
2022-04-28,76
2022-04-26,76
2022-04-17,76
2021-11-22,76
2022-06-24,76
2022-04-01,76
2022-12-08,76
2023-05-14,76
2022-09-05,76
2023-03-01,76
2020-07-12,76
2020-09-20,76
2023-09-06,76
2023-04-28,76
2020-09-21,76
2022-03-07,75
2021-04-01,75
2022-03-27,75
2021-01-09,75
2021-06-29,75
2021-10-28,75
2020-03-16,75
2022-09-04,75
2020-04-10,75
2023-02-17,75
2023-04-05,75
2021-07-11,75
2023-12-05,75
2021-10-17,75
2022-01-07,75
2021-06-16,75
2022-03-17,75
2020-08-19,75
2022-07-10,75
2022-12-09,74
2021-08-12,74
2022-02-16,74
2021-02-23,74
2020-04-03,74
2021-12-21,74
2021-06-24,74
2021-07-28,74
2022-04-06,74
2022-08-10,74
2020-12-22,74
2020-08-11,74
2020-03-15,74
2022-07-29,74
2020-11-17,73
2022-05-04,73
2023-04-25,73
2021-12-30,73
2020-12-15,73
2022-05-08,73
2022-04-25,73
2021-01-11,73
2022-12-01,73
2021-01-30,73
2021-06-07,73
2022-10-06,73
2021-07-13,73
2021-08-23,73
2021-06-10,73
2021-07-12,73
2021-05-07,73
2022-04-10,73
2021-02-03,73
2021-07-06,73
2021-05-12,73
2021-06-20,73
2022-02-03,72
2020-05-31,72
2022-09-08,72
2020-09-23,72
2022-05-16,72
2021-03-31,72
2021-12-09,72
2022-11-05,72
2021-09-13,72
2020-02-25,72
2022-05-06,72
2021-12-15,72
2021-09-08,72
2020-07-20,72
2023-11-02,72
2022-01-10,71
2021-02-10,71
2022-08-01,71
2022-10-05,71
2021-10-31,71
2023-05-05,71
2020-08-12,71
2021-04-10,71
2020-07-29,71
2021-12-13,71
2020-11-16,71
2021-08-06,71
2021-11-10,71
2020-08-03,70
2020-11-18,70
2020-08-09,70
2020-06-21,70
2023-04-20,70
2021-11-08,70
2020-11-24,70
2020-08-24,70
2022-02-17,70
2021-11-18,70
2021-02-28,70
2021-05-01,70
2023-04-15,70
2022-01-15,70
2022-05-17,70
2022-02-04,70
2020-10-03,70
2022-09-07,70
2022-09-10,70
2023-02-01,70
2021-09-22,70
2021-01-12,70
2020-10-20,70
2021-03-15,69
2022-06-26,69
2023-06-28,69
2021-06-21,69
2021-11-28,69
2020-12-03,69
2021-08-24,69
2020-01-22,69
2020-02-24,69
2020-02-26,69
2021-10-08,69
2020-05-11,69
2022-04-27,69
2022-05-28,69
2022-03-13,68
2022-03-02,68
2021-01-27,68
2021-11-17,68
2020-02-06,68
2021-07-03,68
2021-06-30,68
2021-04-08,68
2021-04-07,68
2021-02-15,68
2022-04-04,68
2022-12-25,68
2021-08-16,68
2020-12-30,68
2020-04-11,68
2020-05-02,68
2020-06-30,68
2020-09-29,68
2020-10-09,68
2021-07-26,68
2020-01-25,68
2021-10-02,68
2018-10-23,68
2021-09-23,67
2018-07-18,67
2020-02-07,67
2020-03-11,67
2022-05-10,67
2020-09-19,67
2021-01-19,67
2020-09-09,67
2020-02-19,67
2020-07-09,67
2022-07-05,67
2020-04-22,66
2022-02-01,66
2021-10-19,66
2020-12-20,66
2021-10-18,66
2020-12-28,66
2023-04-16,66
2020-12-29,66
2020-12-10,66
2021-11-21,66
2017-10-22,66
2020-11-22,66
2020-08-02,66
2022-01-02,66
2020-12-02,66
2021-10-03,66
2021-06-15,66
2021-07-25,66
2021-11-30,66
2022-04-07,66
2020-10-22,66
2022-06-03,66
2021-06-27,66
2018-07-19,66
2020-11-23,66
2021-12-12,66
2021-03-16,66
2021-09-29,66
2021-10-30,66
2022-03-21,66
2020-01-26,66
2021-08-17,65
2020-03-02,65
2020-05-13,65
2020-12-11,65
2020-12-13,65
2021-08-29,65
2021-01-08,65
2021-12-28,65
2020-01-03,65
2021-12-01,65
2021-09-15,65
2022-02-14,65
2020-10-19,65
2022-08-07,65
2017-07-17,65
2022-02-24,65
2022-10-01,65
2022-03-15,65
2022-03-14,65
2017-10-23,65
2021-05-30,64
2021-02-22,64
2022-03-06,64
2021-02-20,64
2021-12-04,64
2020-09-11,64
2021-01-02,64
2023-04-24,64
2021-11-29,64
2022-05-14,64
2022-10-07,64
2018-04-10,64
2020-08-23,64
2021-10-25,64
2020-11-06,64
2022-04-11,64
2020-11-19,64
2022-03-03,64
2020-10-18,64
2022-08-03,64
2023-01-07,64
2022-07-02,64
2022-06-21,64
2022-08-05,64
2022-02-15,64
2020-01-28,64
2021-07-29,64
2021-03-11,64
2020-04-02,64
2021-10-11,63
2020-01-09,63
2021-10-23,63
2020-01-10,63
2021-01-24,63
2021-01-25,63
2021-09-12,63
2022-06-18,63
2021-10-07,63
2021-08-18,63
2022-07-13,63
2021-06-17,63
2020-11-14,63
2020-11-15,63
2023-04-21,63
2017-10-07,63
2021-06-09,63
2022-12-03,63
2020-06-12,63
2021-11-12,63
2021-09-18,63
2018-09-25,63
2021-01-26,63
2022-01-13,63
2022-04-29,63
2020-08-16,63
2021-02-12,63
2021-12-07,63
2021-05-08,63
2022-01-03,63
2020-10-10,63
2021-03-05,63
2021-04-11,63
2020-08-26,63
2021-12-10,62
2021-02-18,62
2022-05-21,62
2021-06-06,62
2022-05-27,62
2020-09-16,62
2021-12-22,62
2017-08-21,62
2022-06-02,62
2020-01-12,62
2020-01-29,62
2021-08-19,62
2023-01-05,62
2021-01-06,62
2021-07-09,62
2022-01-16,62
2021-06-01,62
2020-09-17,62
2021-10-10,62
2020-08-04,62
2017-08-23,62
2020-11-09,62
2022-10-14,62
2022-04-22,61
2022-01-29,61
2022-12-07,61
2020-05-03,61
2020-05-16,61
2020-11-29,61
2020-01-06,61
2021-02-14,61
2022-02-22,61
2022-11-04,61
2021-09-06,61
2021-05-09,61
2020-07-13,61
2021-01-17,61
2022-12-02,61
2021-04-22,61
2022-05-01,61
2020-01-11,61
2020-11-02,60
2020-12-12,60
2020-07-22,60
2019-09-22,60
2020-08-20,60
2020-10-11,60
2020-02-05,60
2021-07-02,60
2017-05-28,60
2020-10-17,60
2017-11-20,60
2021-02-17,60
2020-08-18,60
2020-03-31,60
2021-04-03,60
2021-09-02,60
2021-04-12,60
2020-01-18,60
2020-06-16,60
2020-11-26,60
2021-10-21,60
2021-01-31,60
2022-04-16,60
2021-09-20,60
2022-07-15,60
2019-10-20,60
2018-07-26,60
2018-08-28,59
2021-07-19,59
2021-07-14,59
2021-06-13,59
2021-04-19,59
2021-02-24,59
2021-01-03,59
2020-01-27,59
2021-04-25,59
2021-01-20,59
2021-04-04,59
2021-06-23,59
2018-06-08,59
2017-09-24,59
2020-10-25,59
2020-09-13,59
2020-09-14,59
2020-08-27,59
2022-03-25,59
2020-09-24,59
2021-08-09,59
2021-08-07,59
2021-08-31,59
2020-06-13,59
2020-04-19,59
2021-12-29,59
2018-10-22,59
2020-04-18,59
2020-12-23,59
2021-07-27,59
2020-07-04,59
2020-10-26,59
2021-11-02,58
2020-07-23,58
2018-04-07,58
2021-11-13,58
2021-11-20,58
2020-07-18,58
2021-02-05,58
2021-04-28,58
2020-12-31,58
2020-09-12,58
2022-02-26,58
2022-05-15,58
2021-04-17,58
2021-12-19,58
2019-12-03,58
2020-09-28,58
2017-07-16,58
2021-12-27,58
2022-02-20,58
2017-02-08,58
2022-01-21,58
2021-03-12,58
2017-07-19,58
2020-07-19,58
2021-05-31,58
2017-04-20,58
2020-02-02,58
2018-06-09,58
2020-06-09,58
2018-09-18,58
2020-12-08,58
2018-10-10,58
2020-04-27,58
2020-02-11,58
2020-03-05,58
2021-01-04,58
2021-07-15,58
2021-03-03,57
2020-02-29,57
2020-02-17,57
2022-03-18,57
2017-10-29,57
2021-08-22,57
2017-07-23,57
2020-03-07,57
2017-11-18,57
2020-09-05,57
2020-02-01,57
2020-01-16,57
2017-07-29,57
2020-08-31,57
2021-09-03,57
2020-08-15,57
2020-06-25,57
2022-05-03,57
2020-11-08,57
2020-01-19,57
2020-06-14,57
2021-11-03,57
2020-08-07,57
2020-05-10,57
2021-06-12,57
2018-09-26,57
2022-10-02,56
2020-07-03,56
2021-02-08,56
2023-04-26,56
2020-06-18,56
2021-03-10,56
2018-06-03,56
2020-12-14,56
2017-11-22,56
2020-06-03,56
2021-01-28,56
2021-03-01,56
2020-01-04,56
2021-02-09,56
2021-01-13,56
2020-09-26,56
2017-08-11,56
2020-01-02,56
2020-08-25,56
2021-06-22,56
2022-03-26,56
2021-09-01,56
2021-08-25,56
2022-06-17,56
2022-02-25,56
2021-06-28,56
2021-12-16,56
2018-08-13,56
2018-07-28,56
2021-10-14,56
2021-05-18,56
2018-08-16,56
2018-08-30,56
2019-08-09,56
2020-06-11,55
2021-10-12,55
2018-11-03,55
2021-01-18,55
2020-07-21,55
2020-01-14,55
2020-07-25,55
2020-06-24,55
2021-09-25,55
2022-11-03,55
2017-10-25,55
2020-06-10,55
2020-01-30,55
2020-11-21,55
2021-11-07,55
2018-08-08,55
2020-02-14,55
2021-03-23,55
2020-04-21,55
2018-08-14,55
2020-12-19,55
2017-11-12,55
2020-12-27,55
2020-03-12,55
2020-11-07,55
2019-06-05,55
2020-03-13,55
2019-04-11,55
2020-09-03,55
2021-04-18,55
2018-05-07,55
2020-09-07,55
2019-11-03,55
2021-04-09,55
2018-07-08,55
2021-02-27,55
2019-04-17,55
2022-01-05,55
2021-03-08,55
2020-06-01,54
2018-07-25,54
2017-07-18,54
2018-03-10,54
2017-10-24,54
2018-09-29,54
2018-01-10,54
2021-12-23,54
2021-11-09,54
2020-05-29,54
2019-04-12,54
2021-07-01,54
2018-05-12,54
2021-03-29,54
2020-09-06,54
2020-01-20,54
2018-10-14,54
2020-08-22,54
2021-01-29,54
2018-07-10,54
2021-02-06,54
2018-07-14,54
2021-05-11,54
2022-04-14,54
2020-03-10,54
2020-08-13,54
2020-10-12,54
2021-12-20,54
2018-08-27,54
2022-05-20,54
2020-06-22,54
2020-07-01,54
2020-03-04,54
2018-12-27,54
2020-12-21,53
2021-07-18,53
2022-06-25,53
2020-10-06,53
2020-12-24,53
2017-01-06,53
2020-03-23,53
2020-04-13,53
2020-10-23,53
2020-04-07,53
2021-08-03,53
2022-02-19,53
2020-08-06,53
2020-04-25,53
2017-07-30,53
2020-08-01,53
2023-06-29,53
2020-07-16,53
2020-07-15,53
2020-07-11,53
2022-04-02,53
2017-03-08,53
2020-10-29,53
2017-09-25,53
2018-10-09,53
2020-04-26,53
2018-09-30,53
2020-09-04,53
2018-09-27,53
2020-11-27,53
2020-05-20,53
2020-05-07,53
2020-12-09,53
2020-05-04,53
2021-12-08,53
2020-05-30,53
2022-11-02,53
2021-06-05,53
2021-05-04,53
2021-06-25,53
2018-07-16,53
2020-01-31,53
2021-04-29,53
2021-04-27,53
2019-10-30,53
2021-05-05,53
2019-08-10,53
2021-05-27,53
2021-10-01,52
2017-09-20,52
2020-06-28,52
2018-10-29,52
2017-04-10,52
2018-10-21,52
2020-06-15,52
2017-10-08,52
2020-06-04,52
2017-05-11,52
2021-09-10,52
2017-10-16,52
2022-04-30,52
2017-08-17,52
2020-08-10,52
2018-09-09,52
2019-03-11,52
2020-10-15,52
2019-11-14,52
2021-12-26,52
2019-11-21,52
2020-09-25,52
2021-04-05,52
2022-02-27,52
2017-07-24,52
2018-07-07,52
2021-04-15,52
2021-11-27,52
2021-04-21,52
2021-11-26,52
2021-02-16,52
2018-09-13,52
2021-03-24,52
2017-04-06,52
2018-01-08,52
2020-03-14,52
2017-11-19,52
2019-07-31,52
2020-04-24,52
2020-04-09,52
2020-07-28,51
2021-01-16,51
2022-06-05,51
2018-10-30,51
2021-04-20,51
2021-06-08,51
2018-09-07,51
2017-07-26,51
2020-09-10,51
2020-01-23,51
2017-08-28,51
2017-04-05,51
2019-12-12,51
2021-11-19,51
2017-11-09,51
2021-07-31,51
2022-04-03,51
2019-09-19,51
2021-05-06,51
2018-12-11,51
2023-06-30,51
2017-09-28,51
2019-09-16,51
2021-02-02,51
2020-07-06,51
2018-07-30,51
2020-07-27,51
2017-02-07,51
2020-03-17,51
2020-03-18,51
2017-09-10,51
2021-01-23,51
2021-03-18,51
2020-02-10,51
2017-01-11,51
2021-03-17,51
2021-08-26,51
2020-10-04,51
2017-10-19,51
2020-11-30,51
2020-02-04,51
2021-12-06,51
2020-02-03,51
2021-04-06,51
2023-04-22,51
2022-01-01,51
2017-07-20,51
2020-07-08,51
2021-12-18,51
2019-03-20,51
2020-11-13,51
2018-09-10,50
2019-03-01,50
2019-10-04,50
2020-08-05,50
2022-04-15,50
2019-01-09,50
2017-12-24,50
2020-08-17,50
2018-12-13,50
2020-03-30,50
2017-07-27,50
2019-10-27,50
2019-01-12,50
2018-08-29,50
2020-10-07,50
2021-03-21,50
2019-03-13,50
2017-05-29,50
2021-03-22,50
2021-10-29,50
2020-04-28,50
2018-03-09,50
2021-08-28,50
2018-03-13,50
2018-02-08,50
2020-06-02,50
2021-06-18,50
2017-11-07,50
2017-10-30,50
2020-11-28,50
2020-05-18,50
2017-09-21,50
2019-09-10,50
2018-11-09,50
2017-09-18,50
2019-09-23,50
2020-02-18,50
2020-05-05,50
2020-03-19,49
2022-03-19,49
2021-04-23,49
2020-03-06,49
2022-01-04,49
2019-10-22,49
2020-06-06,49
2020-06-05,49
2020-09-08,49
2021-03-25,49
2018-09-20,49
2021-06-19,49
2017-07-25,49
2020-09-18,49
2020-03-09,49
2021-04-24,49
2021-03-28,49
2020-02-12,49
2017-07-13,49
2021-08-05,49
2020-07-24,49
2018-05-03,49
2021-11-04,49
2020-06-17,49
2020-07-14,49
2020-12-16,49
2017-09-07,49
2020-11-05,49
2019-09-29,49
2020-04-06,49
2017-11-14,49
2021-08-04,48
2021-05-19,48
2017-03-12,48
2017-12-09,48
2017-12-07,48
2018-12-03,48
2018-02-10,48
2017-10-18,48
2020-12-06,48
2020-03-24,48
2020-02-13,48
2017-06-07,48
2019-05-14,48
2020-02-16,48
2018-08-10,48
2021-05-23,48
2020-11-25,48
2021-08-01,48
2020-01-15,48
2017-12-11,48
2020-08-28,48
2018-08-19,48
2020-06-19,48
2018-07-17,48
2021-05-17,48
2018-10-27,48
2018-12-08,48
2020-12-26,48
2017-12-30,48
2020-02-27,48
2018-12-07,48
2020-08-08,48
2018-01-09,48
2020-11-20,48
2017-05-12,48
2021-05-20,47
2021-08-15,47
2021-04-26,47
2021-12-11,47
2021-03-09,47
2017-05-07,47
2021-01-21,47
2017-03-30,47
2021-01-14,47
2020-12-17,47
2021-05-25,47
2017-04-23,47
2021-09-05,47
2020-06-07,47
2018-08-26,47
2020-04-15,47
2020-01-24,47
2017-10-31,47
2020-02-28,47
2017-08-13,47
2020-03-21,47
2020-05-17,47
2019-01-23,47
2017-12-28,47
2017-05-24,47
2020-10-08,47
2019-10-29,47
2019-11-07,47
2018-08-11,47
2018-08-03,47
2018-06-11,47
2019-02-12,47
2019-10-16,47
2019-10-28,47
2020-04-14,46
2021-01-15,46
2020-02-23,46
2022-04-23,46
2018-11-19,46
2020-04-17,46
2020-03-22,46
2017-10-14,46
2020-10-16,46
2017-11-11,46
2017-10-15,46
2018-09-16,46
2021-04-14,46
2019-10-23,46
2017-04-12,46
2018-01-03,46
2018-09-15,46
2017-04-11,46
2017-12-08,46
2019-09-25,46
2017-11-30,46
2017-11-29,46
2018-10-11,46
2020-12-07,46
2018-10-20,46
2018-10-24,46
2021-12-31,46
2018-07-15,46
2020-10-24,46
2017-02-12,46
2017-01-08,46
2020-05-28,46
2020-05-15,46
2020-08-29,46
2020-06-08,46
2020-06-20,46
2021-07-08,46
2020-07-05,46
2020-05-12,46
2020-05-22,46
2020-06-27,46
2017-06-21,46
2020-10-05,46
2018-05-08,45
2020-07-07,45
2017-09-19,45
2020-01-17,45
2020-07-26,45
2019-09-15,45
2017-08-20,45
2019-12-31,45
2018-11-07,45
2019-03-10,45
2017-11-21,45
2017-10-28,45
2018-04-11,45
2020-06-26,45
2019-10-24,45
2020-06-29,45
2018-10-18,45
2020-02-15,45
2017-12-18,45
2021-07-24,45
2019-01-29,45
2017-02-11,45
2021-09-17,45
2019-06-26,45
2020-03-29,45
2021-12-17,45
2022-01-28,45
2019-11-18,45
2018-02-12,45
2020-03-27,45
2022-02-21,45
2021-10-16,45
2021-01-01,45
2020-04-29,45
2017-12-23,45
2021-06-04,45
2019-10-14,45
2019-04-16,45
2019-04-24,45
2018-11-18,45
2019-07-25,44
2018-01-11,44
2018-10-15,44
2017-11-28,44
2021-03-07,44
2022-11-07,44
2019-10-07,44
2019-10-12,44
2020-08-30,44
2017-04-07,44
2017-06-12,44
2018-10-13,44
2017-09-27,44
2017-11-15,44
2021-08-30,44
2019-03-09,44
2020-04-23,44
2020-12-04,44
2020-12-18,44
2018-12-19,44
2019-09-05,44
2017-08-08,44
2018-06-10,44
2017-02-10,44
2019-07-10,44
2018-10-28,44
2017-08-22,44
2022-05-02,44
2017-06-20,44
2021-05-28,44
2017-09-13,44
2017-09-26,44
2022-05-05,44
2018-11-11,44
2021-05-22,44
2018-07-31,44
2019-10-31,43
