pub_time,count
2023-12-02,74
2022-06-15,74
2023-02-10,73
2022-09-14,73
2023-04-13,73
2021-11-25,73
2022-10-18,73
2023-07-22,73
2023-02-26,73
2023-09-21,73
2021-12-10,73
2022-11-22,73
2023-05-24,73
2023-02-22,73
2021-09-28,73
2022-10-16,73
2023-04-18,73
2022-09-06,73
2022-12-12,73
2023-08-10,73
2022-10-31,73
2022-10-19,72
2022-12-26,72
2023-02-25,72
2022-08-24,72
2022-12-18,72
2022-03-12,72
2023-01-15,72
2023-07-15,72
2022-03-11,72
2023-04-25,72
2022-11-20,72
2023-05-03,72
2023-01-27,72
2022-11-09,72
2022-07-19,72
2023-07-03,72
2021-09-12,72
2023-08-24,71
2023-11-08,71
2022-02-24,71
2022-12-11,71
2022-12-21,71
2022-10-30,71
2023-02-12,71
2022-04-20,71
2023-04-03,71
2023-03-22,71
2023-03-20,71
2023-03-19,71
2023-09-22,71
2022-02-10,71
2023-01-20,71
2023-03-16,71
2023-10-11,71
2021-06-29,71
2022-05-12,71
2023-09-05,70
2023-01-26,70
2022-08-21,70
2023-10-13,70
2021-09-27,70
2023-02-14,70
2022-10-24,70
2023-04-04,70
2022-06-29,70
2021-11-16,70
2023-07-23,70
2022-01-19,70
2020-10-03,70
2022-10-15,70
2022-06-08,69
2022-02-23,69
2022-07-07,69
2022-08-14,69
2023-06-16,69
2023-05-15,69
2023-10-22,69
2022-08-08,69
2022-12-01,69
2017-10-25,69
2023-10-05,69
2023-03-02,69
2022-01-25,69
2021-06-15,69
2022-03-29,69
2022-02-08,69
2022-07-27,69
2021-01-11,69
2022-12-22,69
2021-06-17,69
2021-10-17,68
2021-10-06,68
2021-09-30,68
2022-11-26,68
2023-05-25,68
2020-11-03,68
2023-05-27,68
2023-10-30,68
2022-06-01,68
2022-03-31,68
2021-05-12,68
2022-09-27,67
2021-02-17,67
2022-08-13,67
2023-01-21,67
2022-01-26,67
2021-06-30,67
2023-02-07,67
2023-07-14,67
2023-03-21,67
2021-11-23,67
2023-04-01,66
2022-02-13,66
2022-02-12,66
2023-04-11,66
2022-01-30,66
2020-08-18,66
2021-02-11,66
2018-07-19,66
2022-01-17,66
2022-01-16,66
2021-09-02,66
2023-06-23,66
2022-09-26,66
2021-11-21,66
2023-07-27,66
2021-09-15,66
2020-09-20,66
2023-04-20,66
2023-02-13,66
2022-12-23,66
2022-12-31,65
2023-03-11,65
2021-09-16,65
2023-09-02,65
2022-04-21,65
2023-03-07,65
2022-04-17,65
2021-01-03,65
2020-12-02,65
2020-01-21,65
2022-05-11,65
2022-12-17,65
2023-02-15,65
2022-09-15,65
2018-07-26,65
2021-08-03,64
2020-06-14,64
2021-05-08,64
2022-09-22,64
2023-03-25,64
2021-11-30,64
2022-02-09,64
2023-04-16,64
2022-10-27,64
2022-11-19,64
2022-09-13,64
2018-09-25,64
2021-02-24,64
2023-03-18,64
2020-11-02,64
2022-09-01,64
2022-08-27,64
2022-10-22,63
2021-10-13,63
2021-10-21,63
2022-08-19,63
2023-02-05,63
2017-10-22,63
2022-01-06,63
2019-09-23,63
2021-12-30,63
2023-10-06,63
2019-11-03,63
2020-06-21,63
2022-05-10,63
2022-06-30,63
2021-12-14,63
2021-10-27,63
2023-09-06,63
2023-01-22,63
2023-07-05,63
2023-08-04,63
2022-07-22,63
2021-06-09,63
2022-11-11,63
2023-04-07,63
2020-04-10,63
2022-10-29,63
2021-04-01,63
2022-03-24,63
2020-08-23,63
2021-07-07,63
2023-04-17,63
2022-11-25,63
2020-08-31,62
2022-09-16,62
2022-11-18,62
2021-07-10,62
2023-07-21,62
2021-11-17,62
2020-08-26,62
2021-09-20,62
2022-07-30,62
2022-05-30,62
2021-10-25,62
2023-02-17,62
2021-10-08,62
2021-11-14,62
2023-02-03,62
2023-06-10,62
2021-12-12,62
2020-06-12,62
2023-05-08,62
2022-01-22,62
2021-12-22,62
2022-06-28,62
2019-04-17,62
2020-08-12,62
2021-08-11,61
2021-11-10,61
2023-02-24,61
2021-03-11,61
2021-10-31,61
2022-04-01,61
2023-10-20,61
2021-10-23,61
2023-02-18,61
2023-11-03,61
2020-03-16,61
2022-01-20,61
2021-08-12,61
2021-11-18,61
2022-04-19,61
2023-06-27,61
2023-04-14,61
2023-07-24,61
2021-11-22,61
2022-05-24,61
2022-04-27,61
2023-07-07,61
2021-07-09,60
2022-04-13,60
2021-10-18,60
2022-05-23,60
2021-03-16,60
2021-02-25,60
2021-10-28,60
2021-02-12,60
2021-04-07,60
2022-03-30,60
2021-01-24,60
2022-02-02,60
2022-08-01,60
2021-02-10,60
2022-03-13,60
2022-06-14,60
2021-09-09,60
2021-09-29,60
2018-04-10,60
2022-12-28,60
2020-09-16,60
2022-09-23,60
2022-12-20,60
2022-12-16,60
2022-11-01,60
2023-06-02,60
2022-11-06,60
2020-02-19,60
2020-10-19,60
2023-05-16,59
2020-04-03,59
2020-01-23,59
2020-12-10,59
2023-06-05,59
2021-11-02,59
2022-04-10,59
2021-02-23,59
2023-11-13,59
2020-04-22,59
2023-11-05,59
2017-11-22,59
2023-06-01,59
2018-08-28,59
2021-03-03,59
2023-09-29,59
2021-08-25,59
2022-05-19,59
2021-06-14,59
2023-11-17,59
2017-07-23,59
2022-09-09,59
2021-10-03,59
2021-01-12,59
2021-07-03,59
2021-12-01,59
2021-07-12,59
2023-08-09,59
2021-07-14,59
2023-08-05,59
2022-10-03,58
2020-01-25,58
2023-03-24,58
2020-11-17,58
2021-11-27,58
2023-12-04,58
2021-12-15,58
2021-09-11,58
2023-06-24,58
2020-08-04,58
2022-05-04,58
2022-02-16,58
2022-08-26,58
2020-10-28,58
2022-02-06,58
2020-01-26,58
2017-08-21,58
2020-10-14,58
2020-05-31,58
2020-10-13,58
2023-01-01,58
2020-09-23,58
2020-02-25,58
2021-01-31,58
2023-02-21,58
2022-10-07,58
2020-01-22,58
2020-02-16,58
2020-06-10,58
2021-06-13,58
2022-05-18,58
2022-06-16,58
2021-11-29,58
2021-06-12,57
2023-03-05,57
2023-03-06,57
2020-09-30,57
2018-09-29,57
2021-11-01,57
2022-04-26,57
2023-05-19,57
2020-03-09,57
2021-07-06,57
2023-10-03,57
2023-03-15,57
2021-09-21,57
2021-08-24,57
2023-06-28,57
2021-02-22,57
2021-12-21,57
2021-09-08,57
2023-12-05,57
2019-03-11,57
2021-11-28,57
2020-11-18,57
2022-10-14,57
2022-08-06,57
2021-01-09,57
2022-12-27,57
2022-10-01,57
2020-12-20,57
2020-12-22,57
2021-12-09,57
2022-12-30,57
2022-12-06,57
2023-05-26,57
2022-06-06,56
2022-07-29,56
2023-07-01,56
2021-06-20,56
2022-06-04,56
2017-08-23,56
2018-10-09,56
2021-11-11,56
2022-06-27,56
2020-09-27,56
2022-03-01,56
2020-02-26,56
2022-05-01,56
2018-08-13,56
2021-10-02,56
2020-10-20,56
2020-05-03,56
2020-08-19,56
2022-01-29,56
2021-08-31,56
2018-10-30,56
2020-07-03,56
2022-02-07,56
2022-05-29,56
2020-03-04,56
2021-10-24,56
2021-01-07,56
2022-03-23,55
2022-08-02,55
2021-06-24,55
2021-06-16,55
2018-10-10,55
2021-04-08,55
2017-05-28,55
2021-07-11,55
2022-09-30,55
2022-03-16,55
2023-08-03,55
2021-06-22,55
2020-09-15,55
2020-07-06,55
2021-10-11,55
2021-02-15,55
2020-05-10,55
2020-08-11,55
2023-10-02,55
2017-08-13,55
2020-08-24,55
2020-11-10,55
2021-10-19,55
2020-07-28,55
2022-01-07,55
2022-08-20,55
2022-01-10,55
2021-02-03,55
2022-04-18,55
2020-02-06,55
2021-08-09,55
2023-07-09,55
2021-08-16,55
2021-07-31,55
2021-05-31,55
2017-07-13,55
2021-10-14,55
2021-07-26,54
2022-08-03,54
2020-05-13,54
2020-06-18,54
2022-03-04,54
2023-04-19,54
2020-07-19,54
2020-08-07,54
2020-01-24,54
2020-12-13,54
2021-04-18,54
2022-12-08,54
2021-09-23,54
2020-10-11,54
2023-04-29,54
2021-09-06,54
2020-02-17,54
2020-12-30,54
2022-06-13,54
2023-04-15,54
2022-10-13,54
2023-03-01,54
2021-09-19,54
2020-09-09,54
2020-01-29,54
2020-01-28,54
2020-01-20,53
2020-01-14,53
2022-02-03,53
2020-01-11,53
2023-05-13,53
2021-09-14,53
2021-12-23,53
2020-01-07,53
2020-06-09,53
2023-04-05,53
2020-12-03,53
2021-04-19,53
2020-04-28,53
2021-04-11,53
2022-04-28,53
2022-02-14,53
2020-11-06,53
2017-11-19,53
2017-11-15,53
2018-09-09,53
2021-03-02,53
2020-10-05,53
2022-05-28,53
2022-12-04,53
2021-06-07,53
2020-07-10,53
2022-10-21,53
2018-10-25,53
2022-02-15,53
2022-09-02,53
2023-04-02,53
2022-03-09,53
2022-05-08,53
2021-06-21,53
2020-06-30,53
2022-05-25,52
2018-06-03,52
2021-12-20,52
2019-07-07,52
2020-07-01,52
2022-09-17,52
2022-09-08,52
2022-09-04,52
2018-06-08,52
2021-04-12,52
2021-01-13,52
2018-08-27,52
2023-05-14,52
2021-08-19,52
2018-11-22,52
2017-08-22,52
2021-07-27,52
2021-07-13,52
2020-03-06,52
2021-07-02,52
2017-07-20,52
2022-03-21,52
2022-03-27,52
2021-11-03,52
2020-03-11,52
2022-04-07,52
2020-10-04,52
2021-05-20,52
2021-09-22,52
2023-04-30,52
2021-05-01,52
2021-05-30,52
2020-04-13,51
2021-11-08,51
2020-07-29,51
2022-03-17,51
2021-12-06,51
2017-10-23,51
2020-10-09,51
2017-10-31,51
2021-12-27,51
2021-04-22,51
2022-05-06,51
2019-07-10,51
2021-04-10,51
2022-05-17,51
2020-03-15,51
2018-07-23,51
2019-10-23,51
2022-05-31,51
2018-02-12,51
2022-06-22,51
2022-07-04,51
2022-10-04,51
2022-09-24,51
2018-09-18,51
2018-07-28,51
2019-12-03,51
2021-08-18,51
2022-01-13,51
2021-08-17,51
2017-10-08,51
2022-02-01,51
2021-07-29,51
2023-03-17,51
2020-06-04,51
2022-08-10,51
2017-07-17,51
2020-03-22,50
2020-12-14,50
2021-01-30,50
2020-02-02,50
2019-09-19,50
2020-12-29,50
2021-03-01,50
2020-11-25,50
2020-01-04,50
2020-01-03,50
2020-08-06,50
2021-08-06,50
2020-03-05,50
2020-10-21,50
2021-06-27,50
2021-05-07,50
2020-02-29,50
2022-09-10,50
2018-01-10,50
2022-01-02,50
2022-01-01,50
2022-03-20,50
2017-07-29,50
2017-07-27,50
2020-06-02,50
2018-09-27,50
2017-10-29,50
2022-06-20,50
2018-10-21,50
2022-02-17,50
2022-05-26,50
2020-06-01,50
2023-02-01,50
2022-04-24,50
2017-12-11,50
2017-01-11,50
2018-08-29,49
2018-10-22,49
2020-12-11,49
2021-07-19,49
2020-12-18,49
2018-03-10,49
2019-09-22,49
2018-10-23,49
2020-11-23,49
2022-07-15,49
2022-10-05,49
2018-04-08,49
2018-11-15,49
2021-01-25,49
2021-01-26,49
2022-07-10,49
2021-02-06,49
2020-04-26,49
2018-07-10,49
2018-09-20,49
2018-07-22,49
2021-05-18,49
2022-04-11,49
2020-04-02,49
2019-11-07,49
2022-12-19,49
2020-07-13,49
2020-09-24,49
2019-02-24,49
2020-08-09,49
2021-11-12,49
2017-07-18,49
2023-04-24,49
2020-01-09,49
2017-11-14,49
2021-08-29,49
2020-04-19,49
2020-03-07,49
2021-08-23,49
2020-09-21,49
2017-08-08,49
2017-10-15,49
2019-11-25,49
2017-10-24,49
2017-10-07,48
2020-06-06,48
2019-07-31,48
2021-02-28,48
2018-07-18,48
2017-05-25,48
2017-10-30,48
2021-03-08,48
2017-06-07,48
2020-02-18,48
2021-03-10,48
2021-03-15,48
2017-03-08,48
2020-02-23,48
2018-07-31,48
2021-03-31,48
2022-06-03,48
2017-07-19,48
2020-11-15,48
2020-09-26,48
2017-10-18,48
2020-07-09,48
2019-03-24,48
2022-09-05,48
2018-05-07,48
2020-12-04,48
2022-08-07,48
2022-07-16,48
2017-09-24,48
2020-01-06,48
2020-10-07,48
2021-01-28,48
2020-01-16,48
2020-11-16,48
2021-02-09,48
2020-03-31,48
2020-06-16,48
2018-09-24,48
2021-05-09,48
2018-11-27,48
2022-03-02,48
2021-07-25,48
2020-06-13,48
2018-09-26,48
2020-04-09,48
2021-12-13,48
2020-06-15,48
2022-03-07,48
2021-06-10,47
2017-09-27,47
2022-06-21,47
2020-09-28,47
2021-06-06,47
2017-10-12,47
2020-05-05,47
2018-12-07,47
2020-09-10,47
2017-09-28,47
2021-08-02,47
2020-10-10,47
2018-10-27,47
2020-12-05,47
2022-03-06,47
2020-12-15,47
2018-02-08,47
2022-12-02,47
2020-12-19,47
2022-12-05,47
2017-09-20,47
2020-11-22,47
2020-12-27,47
2018-01-08,47
2020-05-07,47
2021-04-20,47
2021-01-04,47
2021-12-19,47
2018-10-29,47
2021-05-05,47
2017-02-08,47
2017-05-11,47
2017-04-10,47
2018-09-07,47
2020-02-11,47
2020-05-17,47
2023-04-28,47
2021-09-13,47
2017-04-05,47
2020-01-18,47
2020-06-17,47
2020-08-17,47
2017-03-30,47
2022-04-06,47
2018-07-16,47
2017-08-04,47
2021-02-18,47
2018-08-16,47
2021-10-07,47
2023-11-02,47
2021-04-29,47
2020-06-28,47
2020-05-02,47
2022-12-03,46
2020-03-18,46
2019-10-15,46
2020-11-14,46
2022-03-03,46
2020-02-07,46
2019-10-20,46
2017-01-06,46
2018-11-09,46
2017-08-15,46
2021-07-15,46
2020-03-02,46
2017-08-10,46
2021-12-07,46
2020-07-08,46
2017-09-25,46
2020-01-10,46
2020-09-17,46
2017-10-10,46
2021-11-19,46
2017-10-26,46
2020-05-16,46
2017-05-12,46
2020-07-15,46
2020-05-11,46
2020-09-03,46
2017-12-09,46
2020-01-30,46
2020-02-01,46
2020-06-27,46
2019-10-30,46
2018-07-17,46
2021-06-01,46
2021-02-14,46
2021-02-08,46
2020-04-06,46
2021-03-21,46
2021-03-22,46
2018-06-10,46
2020-03-27,46
2022-07-13,46
2021-05-28,46
2020-04-30,46
2021-06-23,46
2020-12-28,46
2020-07-07,46
2018-07-08,46
2022-11-04,46
2022-06-02,46
2018-03-14,46
2022-05-07,46
2022-11-02,46
2021-04-15,45
2020-07-20,45
2020-10-08,45
2021-11-06,45
2020-10-06,45
2021-01-18,45
2020-04-24,45
2019-12-30,45
2021-08-15,45
2021-03-23,45
2018-10-28,45
2019-08-10,45
2019-08-09,45
2020-03-10,45
2017-08-17,45
2018-09-16,45
2020-09-22,45
2019-07-23,45
2023-03-03,45
2018-07-25,45
2021-03-05,45
2019-09-29,45
2017-07-16,45
2020-09-13,45
2019-01-04,45
2022-06-19,45
2020-11-24,45
2017-11-07,45
2018-08-14,45
2018-10-13,45
2020-11-21,45
2018-04-03,45
2018-11-10,45
2018-10-20,45
2020-04-04,45
2020-12-31,45
2020-06-19,45
2017-03-14,45
2021-10-10,45
2020-11-09,45
2020-08-20,45
2020-08-02,45
2022-09-07,45
2020-07-12,45
2020-08-03,45
2018-08-10,45
2023-04-23,45
2022-05-16,45
2020-10-27,45
2020-10-22,45
2017-11-28,45
2020-01-02,45
2017-11-20,45
2020-10-18,45
2019-02-25,45
2017-07-24,45
2017-11-23,45
2020-08-16,44
2020-04-27,44
2020-04-16,44
2020-06-07,44
2023-04-26,44
2017-04-06,44
2018-08-19,44
2020-02-24,44
2017-02-07,44
2019-03-10,44
2022-05-14,44
2020-02-12,44
2018-08-08,44
2018-09-13,44
2017-05-06,44
2020-05-15,44
2020-02-03,44
2021-11-07,44
2019-02-12,44
2017-06-15,44
2018-08-30,44
2021-02-05,44
2021-12-11,44
2020-06-29,44
2022-02-21,44
2020-10-15,44
2022-02-22,44
2022-03-14,44
2020-10-29,44
2018-10-18,44
2021-01-06,44
2018-11-11,44
2017-12-21,44
2017-12-26,44
2022-12-25,44
2020-11-11,44
2020-11-13,44
2018-01-09,44
2022-10-02,44
2020-11-20,44
2018-03-15,44
2018-11-07,44
2020-03-21,44
2022-03-22,44
2022-02-04,44
2018-12-13,44
2022-07-02,44
2019-04-12,44
2021-09-01,44
2023-03-31,44
2017-09-07,44
2017-09-10,44
2021-02-16,44
2020-09-14,44
2020-12-12,44
2021-02-04,44
2020-06-22,44
2022-01-03,44
2018-12-27,44
2022-07-06,44
2018-10-03,44
2020-04-21,44
2017-10-16,44
2021-10-01,44
2020-05-18,43
2020-04-20,43
2020-06-23,43
2020-06-24,43
2020-06-25,43
2018-09-08,43
2020-07-26,43
2021-05-06,43
2021-05-29,43
2021-06-05,43
2020-08-01,43
2021-08-22,43
2021-08-26,43
2019-03-07,43
2021-10-30,43
2021-12-16,43
2022-01-21,43
2022-02-27,43
2018-10-24,43
2022-03-25,43
2018-09-15,43
2018-08-25,43
2018-08-07,43
2018-08-03,43
2018-07-29,43
2018-06-09,43
2018-05-08,43
2018-04-11,43
2017-12-20,43
2023-01-07,43
2017-12-07,43
2017-09-19,43
2017-07-31,43
2017-07-25,43
2017-07-11,43
2023-07-04,43
2017-04-20,43
2021-05-27,43
2020-05-20,43
2019-10-07,43
2019-09-10,43
2019-10-03,43
2020-12-08,43
2020-09-25,43
2019-09-16,43
2019-11-04,43
2021-04-13,43
2020-09-11,43
2021-01-02,43
2019-09-18,43
2020-10-12,43
2021-01-17,43
2019-11-14,43
2020-08-27,43
2019-12-31,43
2019-10-27,43
2020-11-07,43
2020-02-05,43
2021-02-27,43
2021-04-28,42
2020-09-19,42
2020-09-29,42
2022-11-07,42
2020-07-18,42
2020-09-06,42
2023-04-22,42
2023-05-05,42
2020-08-15,42
2022-06-24,42
2022-04-02,42
2022-05-21,42
2020-06-11,42
2021-02-19,42
2021-06-11,42
2021-06-18,42
2021-06-28,42
2021-08-04,42
2021-01-23,42
2021-01-16,42
2021-11-09,42
2021-11-13,42
2021-11-20,42
2021-12-28,42
2022-01-04,42
2022-01-15,42
2020-12-16,42
2020-11-29,42
2021-08-08,42
2020-05-12,42
2019-04-24,42
2020-04-23,42
2020-03-12,42
2020-04-15,42
2019-10-29,42
2019-10-24,42
2018-04-07,42
2017-07-15,42
2020-04-05,42
2017-08-05,42
2020-03-30,42
2018-11-26,42
2018-09-23,42
2019-10-04,42
2017-11-18,42
2018-07-30,42
2019-09-15,42
2018-09-17,42
2018-12-11,42
2020-04-18,42
2020-03-14,42
2019-12-23,42
2017-04-12,42
2019-11-27,42
2017-05-17,42
2019-06-11,42
2019-12-12,42
2018-11-19,42
2019-03-21,42
2020-09-07,41
2019-09-25,41
2017-08-11,41
2019-10-01,41
2020-09-08,41
2022-04-16,41
2019-12-05,41
2020-07-27,41
2019-12-17,41
2020-10-23,41
2017-05-22,41
2019-11-10,41
2020-11-27,41
2022-02-19,41
2019-11-21,41
2020-08-10,41
2020-01-31,41
2019-03-20,41
2019-11-17,41
2020-10-16,41
2019-11-09,41
2020-08-22,41
2019-10-31,41
2022-10-06,41
2018-07-14,41
2019-05-02,41
2021-04-09,41
2018-01-11,41
2020-04-07,41
2021-04-03,41
2020-04-11,41
2020-04-12,41
2018-01-03,41
2019-06-13,41
2021-03-17,41
2021-06-19,41
2021-12-18,41
2020-05-04,41
2021-03-25,41
2017-12-30,41
2021-07-01,41
2021-03-29,41
2020-03-17,41
2018-07-15,41
2019-05-12,41
2021-04-21,41
2021-12-08,41
2020-07-02,41
2017-11-21,41
2018-05-11,41
2018-03-11,41
2018-03-09,41
2022-09-03,41
2021-01-27,41
2021-01-19,41
2019-11-24,40
2021-05-11,40
2021-04-25,40
2018-04-26,40
2019-03-27,40
2018-05-12,40
2021-08-07,40
2017-12-17,40
2019-06-05,40
2017-06-12,40
2022-04-25,40
2020-09-12,40
2017-09-14,40
2020-12-21,40
2017-08-28,40
2022-05-22,40
2018-07-24,40
2017-08-24,40
2017-08-20,40
2018-09-30,40
2021-09-07,40
2021-07-04,40
2023-04-21,40
2021-09-10,40
2023-01-05,40
2018-10-14,40
2020-11-08,40
2019-03-13,40
2019-10-22,40
2020-06-03,40
2021-12-26,40
2020-05-19,40
2021-12-04,40
2020-05-28,40
2020-08-05,40
2018-12-31,40
2020-08-25,40
2020-09-05,40
2018-11-29,40
2020-07-24,40
2020-08-08,40
2020-02-27,40
2020-01-12,40
2020-02-04,40
2012-02-22,40
2020-07-16,40
2020-01-17,39
2020-01-15,39
2020-11-05,39
2017-11-09,39
2020-07-04,39
2017-06-21,39
2019-03-28,39
2017-11-30,39
2018-11-25,39
2018-11-14,39
2018-12-19,39
2021-01-10,39
2020-02-10,39
2017-07-30,39
2020-11-26,39
2018-12-09,39
2017-03-10,39
2018-09-10,39
2017-09-11,39
2020-12-06,39
2017-03-13,39
2018-09-19,39
2020-12-23,39
2020-10-24,39
2019-01-08,39
2019-01-17,39
2019-07-15,39
2018-03-13,39
2021-05-04,39
2020-09-18,39
2018-11-17,39
2018-04-12,39
2017-05-07,39
2023-06-30,39
2020-05-29,39
2020-06-05,39
2021-04-04,39
2020-05-08,39
2017-02-11,39
2020-07-23,39
2017-12-28,39
2021-03-24,39
2020-10-17,39
2021-03-19,39
2021-03-18,39
2020-06-20,39
2018-12-03,38
2018-02-27,38
2021-08-21,38
2019-04-20,38
2018-09-14,38
2021-02-07,38
2019-01-22,38
2023-01-04,38
2019-06-26,38
2020-07-21,38
2019-09-17,38
2021-08-28,38
2020-12-24,38
2021-07-08,38
2021-01-05,38
2021-04-27,38
2019-05-11,38
2020-04-29,38
2022-05-27,38
2019-08-21,38
2021-04-06,38
2017-10-19,38
2019-08-27,38
2017-02-10,38
2017-10-17,38
2020-03-13,38
2019-01-09,38
2017-04-30,38
2018-05-16,38
2019-01-23,38
2018-02-10,38
2021-04-17,38
2020-03-25,38
2020-07-14,38
2021-08-13,38
2020-08-28,38
2019-03-16,38
2017-05-16,38
2019-10-16,38
2019-10-12,38
2021-10-29,38
2022-02-26,38
2021-09-25,38
2018-10-11,38
2020-10-25,38
2017-05-10,38
2020-12-07,38
2017-05-31,38
2017-04-07,38
2018-10-16,38
2019-03-14,38
2020-01-13,38
2017-05-21,38
2021-10-20,38
2017-08-27,38
2017-04-27,38
2017-04-11,37
2018-06-11,37
2021-10-22,37
2020-04-17,37
2022-06-17,37
2021-03-13,37
2021-06-25,37
2018-10-31,37
